Micron BGA codes

D9HVB    MT18VDDF12872LDY-335F1
Z9MDG    MT46H128M32L2MC-5 IT ES:A
Z9MND    MT46H128M32L2MC-5 IT MS:A
D9MKP    MT46H128M32L2MC-5 IT:A
Z9PKG    MT46H128M32L2MC-5 WT ES:B
D9PKH    MT46H128M32L2MC-5 WT:B
D9MKQ    MT46H128M32L2MC-6 IT:A
Z9PKJ    MT46H128M32L2MC-6 WT ES:B
D9PKK    MT46H128M32L2MC-6 WT:B
Z9KZL    MT46H128M32L4KZ-6 IT ES:A
Z9FRR    MT46H16M16LFBF-10 ES:A
Z9FRZ    MT46H16M16LFBF-10 IT ES:A
D9FSB    MT46H16M16LFBF-10 IT:A
D9FRS    MT46H16M16LFBF-10:A
Z9MFB    MT46H16M16LFBF-5 IT ES:J
D9JRM    MT46H16M16LFBF-5 IT:H
D9MDZ    MT46H16M16LFBF-5 IT:J
D9JRL    MT46H16M16LFBF-54 IT:H
D9JRJ    MT46H16M16LFBF-54:H
D9JRK    MT46H16M16LFBF-5:H
D9PWN    MT46H16M16LFBF-6 AAT:H
D9LGB    MT46H16M16LFBF-6 AT:H
Z9FRM    MT46H16M16LFBF-6 ES:A
Z9JSK    MT46H16M16LFBF-6 ES:H
Z9FRT    MT46H16M16LFBF-6 IT ES:A
Z9JSJ    MT46H16M16LFBF-6 IT ES:H
Z9MDX    MT46H16M16LFBF-6 IT ES:J
D9FRV    MT46H16M16LFBF-6 IT:A
D9JRD    MT46H16M16LFBF-6 IT:H
D9MDW    MT46H16M16LFBF-6 IT:J
D9NXT    MT46H16M16LFBF-6 ITB:H
D9FRN    MT46H16M16LFBF-6:A
D9JRF    MT46H16M16LFBF-6:H
D9KMR    MT46H16M16LFBF-75 AT:A
Z9FRP    MT46H16M16LFBF-75 ES:A
Z9FRW    MT46H16M16LFBF-75 IT ES:A
D9FRX    MT46H16M16LFBF-75 IT:A
D9JRG    MT46H16M16LFBF-75 IT:H
D9FRQ    MT46H16M16LFBF-75:A
D9JRH    MT46H16M16LFBF-75:H
D9HTV    MT46H16M16LFFF-6 IT:A
D9JFT    MT46H16M16LFFF-75 IT:A
Z9PNT    MT46H16M32LFB5-5 AAT ES:C
D9PNV    MT46H16M32LFB5-5 AATB:C
Z9LQT    MT46H16M32LFB5-5 IT ES:C
D9LQV    MT46H16M32LFB5-5 IT:C
D9QLN    MT46H16M32LFB5-6 AIT:C
D9PGM    MT46H16M32LFB5-6 AT:C
Z9LQR    MT46H16M32LFB5-6 IT ES:C
D9LQS    MT46H16M32LFB5-6 IT:C
D9PVX    MT46H16M32LFBQ-5 AAT:C
D9QXZ    MT46H16M32LFBQ-5 AIT:C
D9JQV    MT46H16M32LFCG-6
D9KGZ    MT46H16M32LFCG-6 IT:B
D9KGX    MT46H16M32LFCG-6:B
D9JQZ    MT46H16M32LFCG-75
Z9HZC    MT46H16M32LFCM-0 MS
D9DKL    MT46H16M32LFCM-10
Z9DKM    MT46H16M32LFCM-10 ES
D9DKN    MT46H16M32LFCM-10 IT
Z9DKP    MT46H16M32LFCM-10 IT ES
D9GKG    MT46H16M32LFCM-10 L
Z9GKF    MT46H16M32LFCM-10 L ES
D9GKJ    MT46H16M32LFCM-10 L IT
Z9GKH    MT46H16M32LFCM-10 L IT ES
D9LDZ    MT46H16M32LFCM-5 AT:B
Z9JTF    MT46H16M32LFCM-5 ES:B
Z9JTH    MT46H16M32LFCM-5 IT ES:B
Z9JTJ    MT46H16M32LFCM-5 IT:B
Z9JTG    MT46H16M32LFCM-5:B
D9DKB    MT46H16M32LFCM-6
D9KMW    MT46H16M32LFCM-6 AT:B
Z9DKC    MT46H16M32LFCM-6 ES
Z9JDH    MT46H16M32LFCM-6 ES:B
D9DKD    MT46H16M32LFCM-6 IT
Z9DKF    MT46H16M32LFCM-6 IT ES
Z9JDJ    MT46H16M32LFCM-6 IT ES:B
D9JVD    MT46H16M32LFCM-6 IT:B
D9GJV    MT46H16M32LFCM-6 L
Z9GJT    MT46H16M32LFCM-6 L ES
D9GJX    MT46H16M32LFCM-6 L IT
Z9GJW    MT46H16M32LFCM-6 L IT ES
D9KML    MT46H16M32LFCM-6 L IT:B
D9KMK    MT46H16M32LFCM-6 L:B
D9JVF    MT46H16M32LFCM-6:B
D9DKG    MT46H16M32LFCM-75
D9JQK    MT46H16M32LFCM-75 AT
Z9DKH    MT46H16M32LFCM-75 ES
D9DKJ    MT46H16M32LFCM-75 IT
Z9DKK    MT46H16M32LFCM-75 IT ES
D9GKB    MT46H16M32LFCM-75 L
Z9GJZ    MT46H16M32LFCM-75 L ES
D9GKD    MT46H16M32LFCM-75 L IT
Z9GKC    MT46H16M32LFCM-75 L IT ES
D9GDC    MT46H16M32LFCS-6
Z9GCX    MT46H16M32LFCS-6 ES
D9FZD    MT46H16M32LFCS-75 IT
Z9FZC    MT46H16M32LFCS-75 IT ES
D9KKL    MT46H16M32LFCX-5 IT:B
D9KKM    MT46H16M32LFCX-5:B
Z9KPB    MT46H16M32LFCX-6 IT ES:B
D9KHN    MT46H16M32LFCX-6 IT:B
D9KKN    MT46H16M32LFCX-6:B
D9KWF    MT46H16M32LFJG-6:B
D9FWR    MT46H16M32LGCM-10
Z9FWS    MT46H16M32LGCM-10 ES
D9FWT    MT46H16M32LGCM-10 IT
Z9FWV    MT46H16M32LGCM-10 IT ES
D9GLL    MT46H16M32LGCM-10 L
Z9GLK    MT46H16M32LGCM-10 L ES
D9GLN    MT46H16M32LGCM-10 L IT
Z9GLM    MT46H16M32LGCM-10 L IT ES
D9FWH    MT46H16M32LGCM-6
Z9FWJ    MT46H16M32LGCM-6 ES
D9FWK    MT46H16M32LGCM-6 IT
Z9FWL    MT46H16M32LGCM-6 IT ES
D9GLB    MT46H16M32LGCM-6 L
Z9GKZ    MT46H16M32LGCM-6 L ES
D9GLD    MT46H16M32LGCM-6 L IT
Z9GLC    MT46H16M32LGCM-6 L IT ES
D9KLH    MT46H16M32LGCM-6:B
D9FWM    MT46H16M32LGCM-75
Z9FWN    MT46H16M32LGCM-75 ES
D9FWP    MT46H16M32LGCM-75 IT
Z9FWQ    MT46H16M32LGCM-75 IT ES
D9GLG    MT46H16M32LGCM-75 L
Z9GLF    MT46H16M32LGCM-75 L ES
D9GLJ    MT46H16M32LGCM-75 L IT
Z9GLH    MT46H16M32LGCM-75 L IT ES
D9NKQ    MT46H1DAB5-DC
Z9PTR    MT46H1DABF-DC
Z9LJG    MT46H1DACG-DC
Z9KFG    MT46H1DACK-DC
Z9KZR    MT46H1DACM-DC
Z9PDL    MT46H1DAMA-DC
Z9MCJ    MT46H1DAMC-DC
Z9PLQ    MT46H1DBB5-DC
D9NKR    MT46H1DBBF-DC
D9QFL    MT46H1DCBF-DC
Z9GMJ    MT46H24M32LACG-6 ES:A
Z9GML    MT46H24M32LACG-6 IT ES:A
D9GMM    MT46H24M32LACG-6 IT:A
D9GMK    MT46H24M32LACG-6:A
Z9GMN    MT46H24M32LACG-75 ES:A
Z9GMQ    MT46H24M32LACG-75 IT ES:A
D9GMR    MT46H24M32LACG-75 IT:A
D9GMP    MT46H24M32LACG-75:A
Z9LHV    MT46H256M32L4JV-5 IT ES:A
Z9QWV    MT46H256M32L4JV-5 IT MS
D9LHZ    MT46H256M32L4JV-5 IT:A
D9QSV    MT46H256M32L4JV-5 IT:B
Z9PKL    MT46H256M32L4JV-5 WT ES:B
D9PKM    MT46H256M32L4JV-5 WT:B
Z9LHW    MT46H256M32L4JV-6 IT ES:A
D9LHX    MT46H256M32L4JV-6 IT:A
Z9PKN    MT46H256M32L4JV-6 WT ES:B
D9PKP    MT46H256M32L4JV-6 WT:B
D9LTB    MT46H256M32L4KZ-5 IT:A
D9LTD    MT46H256M32L4KZ-6 IT:A
JWC22    MT46H256M32L4LE-48 WT:C
Z9SNL    MT46H256M32L4SA-48 WT ES:C
D9RWR    MT46H256M32L4SA-48 WT:C
Z9MTT    MT46H256M32R4JV-5 IT ES:A
D9MTV    MT46H256M32R4JV-5 IT:A
D9QSW    MT46H256M32R4JV-5 IT:B
Z9PKQ    MT46H256M32R4JV-5 WT ES:B
D9PKR    MT46H256M32R4JV-5 WT:B
Z9MTW    MT46H256M32R4JV-6 IT ES:A
D9MTX    MT46H256M32R4JV-6 IT:A
D9QSX    MT46H256M32R4JV-6 IT:B
Z9PKS    MT46H256M32R4JV-6 WT ES:B
D9PKT    MT46H256M32R4JV-6 WT:B
Z9MTZ    MT46H2DAKQ-DC
Z9MCK    MT46H2DAMC-DC
Z9QMB    MT46H2DBKQ-DC
Z9QLW    MT46H2DBMC-DC
D9QWS    MT46H32M16LFBF-5 AIT:C
Z9JTK    MT46H32M16LFBF-5 ES:B
Z9JTM    MT46H32M16LFBF-5 IT ES:B
Z9LQP    MT46H32M16LFBF-5 IT ES:C
Z9JTN    MT46H32M16LFBF-5 IT:B
D9LQQ    MT46H32M16LFBF-5 IT:C
Z9JTL    MT46H32M16LFBF-5:B
D9RMK    MT46H32M16LFBF-6 AAT:C
D9PVP    MT46H32M16LFBF-6 AIT:C
Z9KLN    MT46H32M16LFBF-6 AT ES:B
Z9PDQ    MT46H32M16LFBF-6 AT ES:C
D9KLR    MT46H32M16LFBF-6 AT:B
D9PDR    MT46H32M16LFBF-6 AT:C
Z9JZL    MT46H32M16LFBF-6 ES:B
Z9JZM    MT46H32M16LFBF-6 IT ES:B
Z9LQM    MT46H32M16LFBF-6 IT ES:C
D9JVG    MT46H32M16LFBF-6 IT:B
D9LQN    MT46H32M16LFBF-6 IT:C
D9KMD    MT46H32M16LFBF-6 L IT:B
D9JVH    MT46H32M16LFBF-6:B
D9DJV    MT46H32M16LFCK-10
Z9DJW    MT46H32M16LFCK-10 ES
D9DJX    MT46H32M16LFCK-10 IT
Z9DJZ    MT46H32M16LFCK-10 IT ES
D9GSR    MT46H32M16LFCK-10 L
Z9GSQ    MT46H32M16LFCK-10 L ES
D9GST    MT46H32M16LFCK-10 L IT
Z9GSS    MT46H32M16LFCK-10 L IT ES
D9DJL    MT46H32M16LFCK-6
Z9DJM    MT46H32M16LFCK-6 ES
D9DJN    MT46H32M16LFCK-6 IT
Z9DJP    MT46H32M16LFCK-6 IT ES
D9GSH    MT46H32M16LFCK-6 L
Z9GSG    MT46H32M16LFCK-6 L ES
D9GSK    MT46H32M16LFCK-6 L IT
Z9GSJ    MT46H32M16LFCK-6 L IT ES
D9DJQ    MT46H32M16LFCK-75
D9KLC    MT46H32M16LFCK-75 AT
Z9DJR    MT46H32M16LFCK-75 ES
D9DJS    MT46H32M16LFCK-75 IT
Z9DJT    MT46H32M16LFCK-75 IT ES
D9GSM    MT46H32M16LFCK-75 L
Z9GSL    MT46H32M16LFCK-75 L ES
D9GSP    MT46H32M16LFCK-75 L IT
Z9GSN    MT46H32M16LFCK-75 L IT ES
D9GJQ    MT46H32M16LFCM-10 L
Z9GJP    MT46H32M16LFCM-10 L ES
D9GJS    MT46H32M16LFCM-10 L IT
Z9GJR    MT46H32M16LFCM-10 L IT ES
D9GJG    MT46H32M16LFCM-6 L
Z9GJF    MT46H32M16LFCM-6 L ES
D9GJJ    MT46H32M16LFCM-6 L IT
Z9GJH    MT46H32M16LFCM-6 L IT ES
D9GJL    MT46H32M16LFCM-75 L
Z9GJK    MT46H32M16LFCM-75 L ES
D9GJN    MT46H32M16LFCM-75 L IT
Z9GJM    MT46H32M16LFCM-75 L IT ES
D9GHF    MT46H32M16LGCK-10
Z9GGW    MT46H32M16LGCK-10 ES
D9GHG    MT46H32M16LGCK-10 IT
Z9GGX    MT46H32M16LGCK-10 IT ES
D9GMB    MT46H32M16LGCK-10 L
Z9GLZ    MT46H32M16LGCK-10 L ES
D9GMD    MT46H32M16LGCK-10 L IT
Z9GMC    MT46H32M16LGCK-10 L IT ES
D9GGZ    MT46H32M16LGCK-6
Z9GGR    MT46H32M16LGCK-6 ES
D9GHB    MT46H32M16LGCK-6 IT
Z9GGS    MT46H32M16LGCK-6 IT ES
D9GLQ    MT46H32M16LGCK-6 L
Z9GLP    MT46H32M16LGCK-6 L ES
D9GLS    MT46H32M16LGCK-6 L IT
Z9GLR    MT46H32M16LGCK-6 L IT ES
D9GHC    MT46H32M16LGCK-75
Z9GGT    MT46H32M16LGCK-75 ES
D9GHD    MT46H32M16LGCK-75 IT
Z9GGV    MT46H32M16LGCK-75 IT ES
D9GLV    MT46H32M16LGCK-75 L
Z9GLT    MT46H32M16LGCK-75 L ES
D9GLX    MT46H32M16LGCK-75 L IT
Z9GLW    MT46H32M16LGCK-75 L IT ES
Z9GDD    MT46H32M32L2CG-0 DC
D9FXL    MT46H32M32L2CG-6 IT
Z9FXK    MT46H32M32L2CG-6 IT ES
D9GPJ    MT46H32M32L2CG-6 L IT
Z9GPH    MT46H32M32L2CG-6 L IT ES
D9FXJ    MT46H32M32L2CG-75 IT
Z9FXD    MT46H32M32L2CG-75 IT ES
D9GPL    MT46H32M32L2CG-75 L IT
Z9GPK    MT46H32M32L2CG-75 L IT ES
D9FXS    MT46H32M32L2CH-6 IT
Z9FXR    MT46H32M32L2CH-6 IT ES
D9FZB    MT46H32M32L2CH-75 IT
Z9FXZ    MT46H32M32L2CH-75 IT ES
D9FXQ    MT46H32M32L2GG-6 IT
Z9FXP    MT46H32M32L2GG-6 IT ES
D9FXN    MT46H32M32L2GG-75 IT
Z9FXM    MT46H32M32L2GG-75 IT ES
D9GPR    MT46H32M32LACG-6 IT
Z9GDJ    MT46H32M32LACG-6 IT ES
D9GPQ    MT46H32M32LACG-6 IT L
Z9GPP    MT46H32M32LACG-6 IT L ES
D9GDM    MT46H32M32LACG-75 IT
Z9DGL    MT46H32M32LACG-75 IT ES
D9GPN    MT46H32M32LACG-75 L IT
Z9GPM    MT46H32M32LACG-75 L IT ES
D9PQR    MT46H32M32LFB5-48 IT:B
D9QWR    MT46H32M32LFB5-5 AAT:B
D9QRN    MT46H32M32LFB5-5 AIT:B
D9LZB    MT46H32M32LFB5-5 AT:B
Z9LQZ    MT46H32M32LFB5-5 IT ES:B
D9LRB    MT46H32M32LFB5-5 IT:B
DPQPV    MT46H32M32LFB5-5 ITN:B
D9LZC    MT46H32M32LFB5-6 AT:B
Z9LQW    MT46H32M32LFB5-6 IT ES:B
D9LQX    MT46H32M32LFB5-6 IT:B
D9LZM    MT46H32M32LFCG-5 AT:B
Z9LZG    MT46H32M32LFCG-5 IT ES:B
D9KLD    MT46H32M32LFCG-5 IT:A
D9LZH    MT46H32M32LFCG-5 IT:B
D9KWG    MT46H32M32LFCG-5:A
D9LZL    MT46H32M32LFCG-6 AT:B
Z9JZH    MT46H32M32LFCG-6 IT ES:A
Z9LZJ    MT46H32M32LFCG-6 IT ES:B
D9JZJ    MT46H32M32LFCG-6 IT:A
D9LZK    MT46H32M32LFCG-6 IT:B
D9KHL    MT46H32M32LFCG-6:A
D9KMQ    MT46H32M32LFCM-5 IT:A
D9JWW    MT46H32M32LFCM-5:A
Z9KBQ    MT46H32M32LFCM-6 AT ES:A
D9KND    MT46H32M32LFCM-6 AT:A
Z9HSH    MT46H32M32LFCM-6 ES:A
Z9HSK    MT46H32M32LFCM-6 IT ES:A
D9HSJ    MT46H32M32LFCM-6 IT:A
D9KPN    MT46H32M32LFCM-6 L IT:A
D9HSG    MT46H32M32LFCM-6:A
Z9HSM    MT46H32M32LFCM-75 ES:A
Z9HSP    MT46H32M32LFCM-75 IT ES:A
D9HSM    MT46H32M32LFCM-75 IT:A
D9HSL    MT46H32M32LFCM-75:A
D9LZT    MT46H32M32LFJG-5 AT:B
Z9LZN    MT46H32M32LFJG-5 IT ES:B
D9KFC    MT46H32M32LFJG-5 IT:A
D9LZP    MT46H32M32LFJG-5 IT:B
D9KFD    MT46H32M32LFJG-5:A
D9LZS    MT46H32M32LFJG-6 AT:B
Z9LZQ    MT46H32M32LFJG-6 IT ES:B
D9KCK    MT46H32M32LFJG-6 IT:A
D9LZR    MT46H32M32LFJG-6 IT:B
D9KNG    MT46H32M32LFJG-6:A
D9MBW    MT46H32M32LFMA-5 AT:B
Z9MBX    MT46H32M32LFMA-5 IT ES:B
D9MBZ    MT46H32M32LFMA-5 IT:B
D9MCB    MT46H32M32LFMA-6 AT:B
Z9MCC    MT46H32M32LFMA-6 IT ES:B
D9MCD    MT46H32M32LFMA-6 IT:B
9MBP     MT46H32M32LFMB-5 AT:B
9MBQ     MT46H32M32LFMB-5 IT ES:B
9MBR     MT46H32M32LFMB-5 IT:B
9MBS     MT46H32M32LFMB-6 AT:B
9MBT     MT46H32M32LFMB-6 IT ES:B
9MBV     MT46H32M32LFMB-6 IT:B
Z9HRV    MT46H32M32LGCM-6 ES:A
Z9HRZ    MT46H32M32LGCM-6 IT ES:A
D9HRX    MT46H32M32LGCM-6 IT:A
D9HRV    MT46H32M32LGCM-6:A
Z9HSC    MT46H32M32LGCM-75 ES:A
Z9HSF    MT46H32M32LGCM-75 IT ES:A
D9HSD    MT46H32M32LGCM-75 IT:A
D9HSB    MT46H32M32LGCM-75:A
Z9KKC    MT46H32M64L2GR-5 IT ES:A
Z9KJZ    MT46H32M64L2GR-54 IT ES:A
Z9KKB    MT46H32M64L2GR-6 IT ES:A
Z9KKW    MT46H32M64LAGR-6 IT ES:A
D9KVG    MT46H4M32LFB5-5 IT:K
D9KLJ    MT46H4M32LFB5-5:K
D9MFW    MT46H4M32LFB5-6 AT:K
Z9KKK    MT46H4M32LFB5-6 ES:K
Z9KDN    MT46H4M32LFB5-6 IT ES:K
D9KDP    MT46H4M32LFB5-6 IT:K
D9KDQ    MT46H4M32LFB5-6:K
D9KMT    MT46H4M32LFB5-75 AT:K
D9PJP    MT46H64M16LFBF-48 IT:B
D9QRJ    MT46H64M16LFBF-5 AAT:B
D9QGX    MT46H64M16LFBF-5 AIT:B
D9LZD    MT46H64M16LFBF-5 AT:B
Z9LRF    MT46H64M16LFBF-5 IT ES:B
D9LRG    MT46H64M16LFBF-5 IT:B
D9QPT    MT46H64M16LFBF-5 ITN:B
D9LZF    MT46H64M16LFBF-6 AT:B
Z9LRC    MT46H64M16LFBF-6 IT ES:B
D9LRD    MT46H64M16LFBF-6 IT:B
D9KNC    MT46H64M16LFCK-5 IT:A
D9KLL    MT46H64M16LFCK-5 L IT:A
D9JXB    MT46H64M16LFCK-5:A
D9LHG    MT46H64M16LFCK-5N IT:A
D9LHF    MT46H64M16LFCK-5N:A
D9KMV    MT46H64M16LFCK-6 AT:A
Z9HSR    MT46H64M16LFCK-6 ES:A
Z9HST    MT46H64M16LFCK-6 IT ES:A
D9HSS    MT46H64M16LFCK-6 IT:A
D9KRP    MT46H64M16LFCK-6 L IT:A
D9HSQ    MT46H64M16LFCK-6:A
D9LHJ    MT46H64M16LFCK-6N IT:A
D9LHH    MT46H64M16LFCK-6N:A
D9LWB    MT46H64M16LFCK-6R:A
Z9HSV    MT46H64M16LFCK-75 ES:A
Z9HSZ    MT46H64M16LFCK-75 IT ES:A
D9HSX    MT46H64M16LFCK-75 IT:A
D9KFV    MT46H64M16LFCK-75 L IT:A
D9JHS    MT46H64M16LFCK-75:A
Z9HRM    MT46H64M16LGCK-6 ES:A
Z9HRP    MT46H64M16LGCK-6 IT ES:A
D9HRN    MT46H64M16LGCK-6 IT:A
D9HRL    MT46H64M16LGCK-6:A
Z9HRR    MT46H64M16LGCK-75 ES:A
D9HRQ    MT46H64M16LGCK-75:A
Z9KLG    MT46H64M32L2CG-5 IT ES:A
D9KLF    MT46H64M32L2CG-5 IT:A
D9LFW    MT46H64M32L2CG-6 AT:A
Z9KJW    MT46H64M32L2CG-6 ES:A
Z9KFK    MT46H64M32L2CG-6 IT ES:A
D9KFJ    MT46H64M32L2CG-6 IT:A
D9KJV    MT46H64M32L2CG-6:A
Z9KDL    MT46H64M32L2JG-5 ES:A
Z9KDF    MT46H64M32L2JG-5 IT ES:A
D9KDG    MT46H64M32L2JG-5 IT:A
Z9KDH    MT46H64M32L2JG-54 ES:A
D9KDJ    MT46H64M32L2JG-54:A
D9KDK    MT46H64M32L2JG-5:A
Z9KCT    MT46H64M32L2JG-6 ES:A
Z9KCV    MT46H64M32L2JG-6 IT ES:A
D9KCW    MT46H64M32L2JG-6 IT:A
D9KCX    MT46H64M32L2JG-6:A
Z9KCZ    MT46H64M32L2JG-75 ES:A
Z9KDB    MT46H64M32L2JG-75 IT ES:A
D9KDC    MT46H64M32L2JG-75 IT:A
D9KDD    MT46H64M32L2JG-75:A
D9LVD    MT46H64M32L2KQ-5 IT:A
Z9KZN    MT46H64M32L2KQ-6 IT ES:A
D9KZM    MT46H64M32L2KQ-6 IT:A
Z9KKZ    MT46H64M32LACG-6 ES:A
Z9RKF    MT46H64M32LFB5-5 WT ES:C
D9RKD    MT46H64M32LFB5-5 WT:C
D9RWK    MT46H64M32LFBQ-48 AIT:C
D9RWJ    MT46H64M32LFBQ-48 IT:C
D9RWH    MT46H64M32LFBQ-48 WT:C
D9QRK    MT46H64M32LFCM-5 AIT:A
Z9LBQ    MT46H64M32LFCM-5 IT ES:A
D9LBR    MT46H64M32LFCM-5 IT:A
D9QRL    MT46H64M32LFCM-6 AT:A
Z9LBN    MT46H64M32LFCM-6 IT ES:A
D9LBP    MT46H64M32LFCM-6 IT:A
D9QRZ    MT46H64M32LFCX-48 IT:B
Z9QGB    MT46H64M32LFCX-48 WT ES:B
D9QGC    MT46H64M32LFCX-48 WT:B
D9QWG    MT46H64M32LFCX-5 AIT:B
D9QWH    MT46H64M32LFCX-5 AT:B
D9QSZ    MT46H64M32LFCX-5 IT:B
Z9PKV    MT46H64M32LFCX-5 WT ES:B
D9PKW    MT46H64M32LFCX-5 WT:B
D9QWF    MT46H64M32LFCX-6 AT:B
D9QTB    MT46H64M32LFCX-6 IT:B
Z9PKX    MT46H64M32LFCX-6 WT ES:B
D9PKZ    MT46H64M32LFCX-6 WT:B
JWC20    MT46H64M32LFKQ-5 IT:C
D9SDB    MT46H64M32LFMA-48 IT:C
Z9LCB    MT46H64M32LFMA-5 IT ES:A
D9LCC    MT46H64M32LFMA-5 IT:A
D9QTC    MT46H64M32LFMA-5 IT:B
Z9PLB    MT46H64M32LFMA-5 WT ES:B
D9PLC    MT46H64M32LFMA-5 WT:B
Z9LBX    MT46H64M32LFMA-6 IT ES:A
D9LBZ    MT46H64M32LFMA-6 IT:A
D9QTD    MT46H64M32LFMA-6 IT:B
Z9PLD    MT46H64M32LFMA-6 WT ES:B
D9PLF    MT46H64M32LFMA-6 WT:B
9LZV     MT46H64M32LFMB-5 AT:A
Z9LJB    MT46H64M32LFMB-5 IT ES:A
D9LJF    MT46H64M32LFMB-5 IT:A
9LZW     MT46H64M32LFMB-6 AT:A
Z9LJC    MT46H64M32LFMB-6 IT ES:A
D9LJD    MT46H64M32LFMB-6 IT:A
D9LRH    MT46H8M16LFBF-5 IT:K
D9KXL    MT46H8M16LFBF-5:K
D9KZP    MT46H8M16LFBF-6 AT:K
D9JTX    MT46H8M16LFBF-6 ES:K
Z9KDR    MT46H8M16LFBF-6 IT ES:K
D9JTT    MT46H8M16LFBF-6 IT:K
D9JTV    MT46H8M16LFBF-6:K
D9KMS    MT46H8M16LFBF-75 AT:K
D9FQL    MT46H8M16LFCF-10
Z9FQM    MT46H8M16LFCF-10 ES
Z9HDM    MT46H8M16LFCF-10 ES:B
D9FQQ    MT46H8M16LFCF-10 IT
Z9FQR    MT46H8M16LFCF-10 IT ES
Z9HDP    MT46H8M16LFCF-10 IT ES:B
D9HDQ    MT46H8M16LFCF-10 IT:B
D9HDN    MT46H8M16LFCF-10:B
Z9HDC    MT46H8M16LFCF-6 ES:B
Z9HDF    MT46H8M16LFCF-6 IT ES:B
D9HDG    MT46H8M16LFCF-6 IT:B
D9HDD    MT46H8M16LFCF-6:B
D9FQJ    MT46H8M16LFCF-75
D9JCC    MT46H8M16LFCF-75 AT:B
Z9FQK    MT46H8M16LFCF-75 ES
Z9HDH    MT46H8M16LFCF-75 ES:B
D9FQN    MT46H8M16LFCF-75 IT
Z9FQP    MT46H8M16LFCF-75 IT ES
Z9HDK    MT46H8M16LFCF-75 IT ES:B
D9HDL    MT46H8M16LFCF-75 IT:B
D9HDJ    MT46H8M16LFCF-75:B
D9JMV    MT46H8M16LFCG-75
Z9JDN    MT46H8M16LFCG-75 ES
D9JMW    MT46H8M16LFCG-75 IT
Z9JDP    MT46H8M16LFCG-75 IT ES
Z9FSH    MT46H8M32LFB5-10 ES:A
Z9FSP    MT46H8M32LFB5-10 IT ES:A
D9FSQ    MT46H8M32LFB5-10 IT:A
D9FSJ    MT46H8M32LFB5-10:A
Z9MFG    MT46H8M32LFB5-5 IT ES:J
D9JRV    MT46H8M32LFB5-5 IT:H
D9MFF    MT46H8M32LFB5-5 IT:J
D9JRT    MT46H8M32LFB5-54 IT:H
D9JRS    MT46H8M32LFB5-54:H
D9JRW    MT46H8M32LFB5-5:H
Z9FSC    MT46H8M32LFB5-6 ES:A
Z9JSM    MT46H8M32LFB5-6 ES:H
Z9FSK    MT46H8M32LFB5-6 IT ES:A
Z9JSL    MT46H8M32LFB5-6 IT ES:H
Z9MFD    MT46H8M32LFB5-6 IT ES:J
D9FSL    MT46H8M32LFB5-6 IT:A
D9JRN    MT46H8M32LFB5-6 IT:H
D9MFC    MT46H8M32LFB5-6 IT:J
D9FSD    MT46H8M32LFB5-6:A
D9JRP    MT46H8M32LFB5-6:H
D9JQJ    MT46H8M32LFB5-75 AT:A
Z9FSF    MT46H8M32LFB5-75 ES:A
Z9FSM    MT46H8M32LFB5-75 IT ES:A
D9FSN    MT46H8M32LFB5-75 IT:A
D9JRQ    MT46H8M32LFB5-75 IT:H
D9FSG    MT46H8M32LFB5-75:A
D9JRR    MT46H8M32LFB5-75:H
Z9GQR    MT46H8M32LFCS-6 IT ES:A
D9GQS    MT46H8M32LFCS-6 IT:A
Z9GQP    MT46H8M32LFCS-75 IT ES:A
D9GQQ    MT46H8M32LFCS-75 IT:A
Z9GDX    MT46H8M32LGB5-10 ES:A -!!
Z9GFB    MT46H8M32LGB5-10 IT ES:A -!!
D9GFC    MT46H8M32LGB5-10 IT:A
D9GDZ    MT46H8M32LGB5-10:A
Z9GDN    MT46H8M32LGB5-6 ES:A -!!
Z9GDQ    MT46H8M32LGB5-6 IT ES:A -!!
D9GDR    MT46H8M32LGB5-6 IT:A
D9GDP    MT46H8M32LGB5-6:A
Z9GDS    MT46H8M32LGB5-75 ES:A -!!
Z9DGV    MT46H8M32LGB5-75 IT ES:A -!!
D9GDW    MT46H8M32LGB5-75 IT:A
D9GDT    MT46H8M32LGB5-75:A
Z9PPB    MT46H96M32L2KQ-5 IT ES:A
D9PPC    MT46H96M32L2KQ-5 IT:A
Z9KCR    MT46HC16M32LFCM-5 ES:B
Z9KCP    MT46HC16M32LFCM-54 ES:B
D9KCQ    MT46HC16M32LFCM-54:B
D9KCS    MT46HC16M32LFCM-5:B
Z9KCM    MT46HC16M32LFCM-6 ES:B
D9KCN    MT46HC16M32LFCM-6:B
D9KRV    MT46HC32M16LFBF-6:B
Z9JXZ    MT46HC32M32LFCM-6 IT ES:A
D9KRW    MT46HC32M32LFCM-6:A
Z9JZB    MT46HC64M16LFCK-6 IT ES:A
Z9KFH    MT46HDCBF-T47M
Z9JTD    MT46HDCCG-T25L
Z9JXT    MT46HDCCK-T37M
Z9JQW    MT46HDCCM-T37M
D9CHF    MT46V128M4BN-5B
Z9GBL    MT46V128M4BN-5B ES:F
D9DVQ    MT46V128M4BN-5B:C
D9DVR    MT46V128M4BN-5B:D
D9GBM    MT46V128M4BN-5B:F
D9BXL    MT46V128M4BN-6
Z9GBN    MT46V128M4BN-6 ES:F
D9GRK    MT46V128M4BN-6 IT:F
D9DSL    MT46V128M4BN-6:C
